item_id,layer,name_ko,name_en,role_in_rc_system,material_scope,necessity,necessity_basis,evidence_type,evidence_ref,experiment_summary,quant_spec,supplier,catalog_no,grade,origin,alternatives,risk,confidence,confidence_reason
RC-L3-007,L3,HSP47(콜라겐 특이 샤페론),"HSP47, collagen-specific chaperone",삼중나선을 비공유적으로 안정화해 변성온도를 올리는 단백질. C의 Tm 부족을 보완하는 경로,C,선택,어류 콜라겐에서 37.7 °C까지 올린 사례가 인용으로만 확인됨 — 재조합 인간 III형 실측 없음,REVIEW,PMC12931284 [전문 확인],Hsp47로 어류 콜라겐 삼중나선을 안정화해 변성온도를 37.7 °C로 올린 사례를 인용,변성온도 37.7 °C(인용값),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,재조합 발현,T4-fibritin 융합; 화학가교,단백질 첨가제가 배양 중 소모·희석되므로 지속적 안정화는 기대하기 어려움,하,"인용된 값, 원저 미확인"
RC-L4-001,L4,매트릭스 결합형 VEGF 모사 펩타이드,Matrix-bound VEGF-mimetic peptide,콜라겐 스캐폴드에 공유 고정되어 내피세포를 활성화하는 펩타이드. 배지에 녹이는 VEGF와 구분된다,전 조합,선택,혈관화 오가노이드에서만 필요. 재조합 콜라겐 조합에서의 정량 근거 없음,REVIEW,10.1002/adfm.201101163 [본문 미확인 — 초록 범위],콜라겐 스캐폴드에 결합된 VEGF 모사 펩타이드가 내피세포를 활성화,정량 근거 없음,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 펩타이드,헤파린 매개 VEGF 포집(L3),천연 콜라겐 결합 모티프를 이용하는 설계라면 A/B(단일사슬)에서는 고정이 안 될 수 있음,중,초록 범위
RC-L4-002,L4,BMP-2(매트릭스 결합·서방형),"BMP-2, matrix-bound / sustained release",골 계열 오가노이드에서 스캐폴드에 담아 서방하는 성장인자,전 조합,조건부,골 분화 목적일 때만 필요. 재조합 인간유사 콜라겐 스펀지에서 용량-반응이 확인됨,DOSE;REVIEW,PMC6769454 [전문 확인]; 10.1016/j.biomaterials.2014.03.055 [본문 미확인 — 초록 범위],"효소가교 재조합 인간유사 콜라겐(HLC) 스펀지에 BMP-2 1 µg 담지 시 초기 방출+서방 프로파일과 골형성 확보, 5 µg에서는 과성장 부작용 발생","BMP-2 1 µg/스펀지(유효), 5 µg(과성장 부작용 역치)",해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용/GMP,재조합 발현,α2β1 특이 하이드로겔을 BMP-2 담체로 사용,5 µg에서 골 과성장이 확인됨 — 용량 상한을 반드시 지켜야 함,상,용량-반응 + 부작용 역치 실측
RC-L4-003,L4,콜라겐 표적 TGF-β2 융합 단백질,Collagen-targeted TGF-beta2 fusion protein,콜라겐 결합 도메인을 붙여 매트릭스에 머무르게 한 성장인자,C,선택,결합 도메인이 삼중나선을 인식하는 경우 A/B에서는 무효,REVIEW,10.1006/prep.1997.0784 [본문 미확인 — 초록 범위],대장균 발현 콜라겐 표적 TGF-β2 융합 단백질의 재접힘 보고,정량 근거 없음,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,재조합 발현,TGF-β3/재조합 인간유사 콜라겐 스펀지(PMC8103166),결합 도메인의 삼중나선 의존성 미확인,하,초록 범위
RC-L4-004,L4,헤파린 결합 도메인 융합 성장인자,Heparin-binding domain fusion growth factor,L3 헤파린과 짝을 이뤄 매트릭스에 머무는 성장인자,전 조합,선택,헤파린을 넣는 경우에만 의미,REVIEW,10.1126/scitranslmed.3002614 [본문 미확인 — 초록 범위],피브로넥틴 도메인으로 성장인자 미세환경을 설계해 상처·골 치유를 촉진,정량 근거 없음,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,재조합 발현,헤파린 직접 포집,돼지 유래 헤파린 의존,중,초록 범위
RC-L4-005,L4,EGF(재조합 인간) — 매트릭스 담지형,"Recombinant human EGF, matrix-loaded",재조합 인간유사 콜라겐 동결건조 드레싱에 담지한 사례가 있는 성장인자,A;B,선택,상처치유 응용 근거이며 오가노이드 근거 아님,REVIEW,PMC7375021 [전문 확인],EGF와 재조합 인간유사 콜라겐 하이브리드 동결건조 드레싱이 피부 상처 치유를 촉진,정량 근거 없음(오가노이드 조건),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,재조합 발현,배지 첨가,체내 이식 모델 근거를 체외 배양에 그대로 옮기면 안 됨,중,응용 맥락 불일치
RC-L4-006,L4,배지 첨가 성장인자 일체(EGF/FGF/R-spondin/Noggin/Wnt3a 등),Medium-supplemented growth factors,매트릭스 성분이 아님,전 조합,선택,본 조사 범위 밖,REVIEW,해당 없음,배지 소관,배지 소관,배지 소관,배지 소관,배지 소관,배지 소관,배지 소관,매트릭스 BOM에 배지 성분을 적으면 소요량 계산이 이중계상됨,상,범위 구분 명확
RC-L5-001,L5,GFOGER 삼중나선 펩타이드(티올 말단),"GFOGER triple-helical peptide, thiol-terminated",단일사슬(A/B) 비중이 높은 조합에서 α1β1·α2β1 신호를 복원하는 유일한 현실적 수단. 스스로 삼중나선을 이루므로 단일사슬의 결손을 직접 대체한다,A;B;A+B;A+C;B+C;A+B+C,필수,"질문 1의 답이 직접 적용되는 항목. 삼중나선이 없으면 콜라겐 수용체 신호가 0이므로, C 비중이 낮은 모든 조합에서 필수",SUBST;DOSE;VENDOR,PMC5007264 [전문 확인]; PMC9140497 [전문 확인]; PMC7612137 [전문 확인]; PMC13250905 [전문 확인]; 10.1074/jbc.275.1.35 [본문 미확인 — 초록 범위],"Fmoc 펩타이드 겔에 GFOGER 펩타이드 100 µg/mL 도입 시 HT1080 부착 14±6.7 %→47±3.7 %, 항-β1 차단으로 23±4.2 %로 되돌아감. PEG-VS 겔에 1 mM GFOGER 접합 시 췌장 오가노이드 배양 성립","겔 내 1.2–2.4 mg/mL(1.2 mg/mL ≈ 0.5 mmol/L 티올기) 또는 PEG 겔 접합 1 mmol/L. 2D 코팅은 10 µg/mL in 10 mM 아세트산, 4 °C 밤새",Cellendes GmbH,"P12-1 (2.4 mg, €126.00) / P12-3 (3×2.4 mg, €336.00), 확인일 2026-09-16",연구용,"합성 펩타이드(Fmoc 고상합성), 동물유래 없음",Triple Helical Peptides Ltd 맞춤합성(GPC-(GPP)5-GFOGER-(GPP)5-GPC 호스트),"GFOGER-3는 MMP 절단자리가 없어 고농도에서 가교점으로 작동, 세포 전개·이동을 오히려 방해한다(제조사 명시)",상,치환실험·용량실험·오가노이드 실증·제조사 규격이 모두 있음
RC-L5-002,L5,GLOGEN 삼중나선 펩타이드,GLOGEN triple-helical peptide,α1β1·α10β1에 고친화인 삼중나선 리간드. GFOGER(α2β1·α11β1 고친화)와 수용체 스펙트럼이 다르다,A;B;A+B,조건부,α1β1 우세 세포(내피·신경계)를 쓸 때 추가. GFOGER만으로 충분한 세포가 많음,SUBST;DOSE,PMC13250905 [전문 확인],0.5/16/64 kPa CytoSoft 표면에 GFOGER 또는 GLOGEN을 10 µg/mL로 코팅해 강성과 리간드를 분리. HDMEC에서 PECAM-1 접합이 GFOGER>GLOGEN,"2D 코팅 10 µg/mL in 10 mM 아세트산, 4 °C 밤새",Triple Helical Peptides Ltd,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 펩타이드,GFOGER 단독,3D 겔 내 농도-반응 데이터가 없음(2D 코팅 근거만),상,강성-리간드 분리 설계의 1차 실험
RC-L5-003,L5,선형 RGD 펩타이드(CRGDS / GRGDSPC),Linear RGD peptide (CRGDS / GRGDSPC),αvβ3·α5β1 경로를 여는 범용 접착 리간드. 콜라겐 특이 신호는 못 주지만 단일사슬 겔의 기본 부착을 보장한다,A;B;A+B,조건부,"필수로 올릴 수 없는 이유: RGD는 콜라겐 특이 인테그린의 리간드가 아니며(리뷰 명시), 단분자층 코팅 형태에서는 활성이 사라진 실측이 있음",OMIT;DOSE;VENDOR,PMC5007264 [전문 확인]; PMC7712652 [전문 확인]; PMC10868488 [전문 확인]; PMC13019076 [전문 확인]; 10.1016/0006-291x(92)91834-d [본문 미확인 — 초록 범위],"RGD 수용체만 가진 C2C12가 젤라틴 박막에는 부착하고 cRGD 10 mM으로 완전 차단되지만, 젤라틴 단분자층 코팅에는 전혀 부착하지 않음 — RGD 제시 형태가 활성을 좌우","겔 내 최종 0.5 mmol/L 이하(제조사 권장), 실측 사용례 1–2 mmol/L(CRGDS), 하한 10 µmol/L",Cellendes GmbH / GenScript,"3-D Life RGD Peptide(20 mmol/L 티올기 stock), 확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공)",연구용,합성 펩타이드,PHSRN-K-RGDS; cRGD(고리형),RGD 과잉은 오가노이드 극성을 흐트러뜨림. 0.5 mM 초과 시 가교 간섭,상,음성결과 포함 1차 실험 + 제조사 규격
RC-L5-004,L5,PHSRN-K-RGDS(피브로넥틴 시너지 모사 펩타이드),PHSRN-K-RGDS fibronectin synergy peptide,α5β1을 선택적으로 활성화하는 RGD 변형. 오가노이드 실증이 있는 조합용 리간드,전 조합,조건부,간질·중간엽 성분이 있는 오가노이드에서 추가. GFOGER 단독으로 성립하는 경우도 있음,DOSE,PMC7612137 [전문 확인],"fPEG-VS 겔에 GFOGER 1 mM, PHSRN-K-RGDS 1 mM, BM-binder 0.5–1 mM을 조합해 췌관선암 오가노이드 배양 조건을 스크리닝",1 mmol/L (조합 시 총 펩타이드 2–3 mmol/L),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 펩타이드,재조합 FNIII9-10 단편(L3),총 펩타이드 농도가 올라가면 겔 가교 밀도가 함께 변해 물성이 교란됨,상,오가노이드 조합 스크리닝 실측
RC-L5-005,L5,라미닌-511 E8 단편,Laminin-511 E8 fragment,α6β1을 통해 상피세포 부착·극성을 지원. 콜라겐만으로는 만들 수 없는 기저막 신호를 보충한다,전 조합,조건부,상피성 오가노이드에서만 필요. 간질 모델에서는 불필요,SUBST;VENDOR,PMC3535336 [전문 확인]; PMC2116265 [전문 확인]; PMC8241838 [전문 확인],라미닌 E8 단편이 해리된 인간 다능성줄기세포의 부착·증식을 지지. E8 부위의 α6 함유 인테그린 인식이 신장 세뇨관 상피 극성화에 필수,"코팅 0.5 µg/cm²(권장 시작), 범위 0.1–1.5 µg/cm²; 제품 0.5 mg/mL, 175 µg/튜브",Nippi Inc. (FUJIFILM Wako 유통),"385-07361 (iMatrix-511 solution 0.5 mg/mL), 확인일 2026-09-16",세포배양용,"CHO 재조합 발현, 동물유래 없음",라미닌-521; BM-binder 합성 펩타이드,2D 코팅 규격이며 3D 겔 내 봉입 농도는 별도 최적화 필요,상,1차 실험 3편 + 제조사 공식 규격
RC-L5-006,L5,기저막 결합 펩타이드(BM-binder),Basement membrane binding peptide (BM-binder),라미닌 대체 합성 리간드,전 조합,선택,라미닌 E8로 대체 가능,DOSE,PMC7612137 [전문 확인],fPEG-VS 겔에 0.5 또는 1 mM BM-binder를 GFOGER·RGD와 조합해 오가노이드 배양,0.5–1 mmol/L,해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 펩타이드,라미닌-511 E8,췌장 오가노이드 외 조직 근거 없음,상,오가노이드 조합 실측
RC-L5-007,L5,GPP10 삼중나선 음성대조 펩타이드,GPP10 triple-helical negative control peptide,삼중나선이되 세포 인식 모티프가 없는 대조. 부착이 정말 GxOGER 때문인지 검증한다,전 조합,필수,L5 설계의 타당성을 증명하는 대조가 없으면 리간드 필요량을 정할 수 없음,SUBST,PMC5007264 [전문 확인]; PMC13250905 [전문 확인],"BSA와 함께 음성대조로 사용되어, 삼중나선 구조 자체가 아니라 인식서열이 부착을 만든다는 것을 확인",코팅 10 µg/mL in 10 mM 아세트산(GFOGER와 동일 조건),Triple Helical Peptides Ltd,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 펩타이드,열변성 BSA 1 %,대조를 생략하면 겔 자체의 비특이 부착을 리간드 효과로 오독함,상,두 편의 1차 실험에서 표준 대조로 사용
RC-L5-008,L5,항-β1 인테그린 차단항체(mAb13) 및 항-α1/항-α2 항체,"Anti-beta1 (mAb13), anti-alpha1, anti-alpha2 blocking antibodies",부착이 인테그린 매개인지 확인하는 검증 시약. 삼중나선 유무 판정의 실무 도구,전 조합,필수,A/B/C 배합을 바꿀 때마다 신호 경로가 바뀌므로 매 배치 검증이 필요,OMIT,PMC9140497 [전문 확인]; PMC12938472 [전문 확인]; PMC13125179 [전문 확인],"mAb13 전처리로 RTC 겔 부착 51±1 %→15±4 %, GFOGER 겔 47±3.7 %→23±4.2 %, DCol1 겔 36±5.9 %→10±3 %",정량 근거 없음(항체 역가는 세포주별 사전 적정 필요; 원문은 사전 최적화 수행),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,마우스 하이브리도마 유래(시약이며 매트릭스 성분 아님),cRGD 길항제(αvβ3/αvβ5 경로 검증용),항체 자체는 동물유래 — 시약일 뿐 매트릭스에 남지 않도록 세척 공정 필요,상,차단실험이 명시적 OMIT 근거
RC-L5-009,L5,cRGD(고리형 RGD) 길항제,Cyclo-RGD antagonist (cRGDfV),RGD 경로 기여분을 분리 측정하는 대조 시약,전 조합,필수,단일사슬 비중이 높은 조합에서 부착이 GxOGER인지 노출된 RGD인지 구분하려면 반드시 필요,OMIT,PMC5007264 [전문 확인],Mg²⁺ 5 mM + cRGD 10 mM으로 15–20 min 전처리 후 seeding. α2β1 매개 부착은 영향 없고 αvβ3/α5β1 매개 부착만 완전 차단,"cRGD 10 mM + Mg²⁺ 5 mM, 15–20 min 전처리",Merck(Calbiochem),"182015, 확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공)",연구용,합성 펩타이드,항-αvβ3 차단항체,시약이며 매트릭스 성분 아님,상,1차 실험의 핵심 대조
RC-L5-010,L5,티오글리세롤(잔여 반응기 캡핑제),"Thioglycerol, capping agent",티올-말레이미드 시스템에서 펩타이드 농도를 바꿔도 가교 밀도를 일정하게 유지시키는 필수 보조제,전 조합,조건부,"이것이 없으면 리간드 농도를 바꿀 때 강성이 함께 변해 리간드 효과를 분리할 수 없음 — 실무상 생략 불가하나, 본 조사 규칙(REVIEW·VENDOR 단독 근거로는 '필수' 판정을 세우지 않음)에 따라 조건부로 표기함",VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16","폴리머 티올반응기 2.5 mmol/L 중 0.5 mmol/L를 펩타이드+티오글리세롤로 채우고, 가교는 2.0 mmol/L로 고정하는 계산표 제공","stock 20 mmol/L(작업 시 3 mmol/L로 희석), 최종 0–0.5 mmol/L(펩타이드 농도의 보수값)",Cellendes GmbH,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 시약,시스테인; 다른 소분자 티올,2-메르캅토에탄올 등 잔류 티올이 겔화를 억제하므로 세포 현탁액에 섞여 들어가지 않게 해야 함,상,제조사 계산표에 수치 명시
RC-L5-011,L5,재조합 인간 비트로넥틴(절단형),"Recombinant human vitronectin, truncated",무이종 iPSC 계대의 표준 2D 기질. 3D 조립 전 세포 확장 단계 지원,전 조합,선택,3D 지지체 성분이 아니라 선행 2D 배양 기질,SUBST,PMC12528733 [전문 확인]; PMC3884228 [전문 확인],Matrigel 대체 무동물 조건에서 비트로넥틴 기반 2D 배양 후 오가노이드 유도,정량 근거 없음(본 조합),해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),세포배양용,재조합 발현,라미닌-511 E8,2D와 3D를 혼동하면 안 됨 — 3D 겔 내 봉입 근거 아님,중,2D 응용 근거
RC-L6-001,L6,메타크릴산 무수물(재조합 콜라겐 메타크릴화용),"Methacrylic anhydride, for methacryloylation",A/B/C를 광가교 가능한 고분자로 바꾸는 1차 화학. 자발 겔화가 안 되는 이 시스템에서 구조 형성의 출발점,전 조합,필수,질문 2의 답이 직접 적용되는 항목. 단일사슬은 37 °C에서 어떤 형태로도 겔이 되지 않으므로 공유가교 경로가 필수,OMIT;DOSE;CLAIM,PMC12852974 [전문 확인]; PMC7556543 [전문 확인]; US20250032668A1 [CLAIM]; US20200179562A1 [CLAIM],"비하이드록실화 재조합 콜라겐 25.6 kDa은 열겔화가 전혀 없고, 58/89.2 kDa도 10 °C에서만 가역적으로 겔화. 메타크릴화+LAP+365 nm로만 영구 겔 확보","MAA 0.03–0.1 mL/g 단백질 → 치환도(DoF) 42–78 %. RCPhC1은 1 equiv MAA(1차 아민 기준), 0.1 M 인산완충액 pH 7.8, 40 °C 1 h → DS 93 %",Merck(Sigma-Aldrich),"276685 (methacrylic anhydride 94 %), 확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공) — 가격은 지역별 상이",합성 시약(≥94 %),"합성 화학, 동물유래 없음",노보넨-2-카복실산(티올-엔 경로); 글리시딜 메타크릴레이트,"반응 후 미반응 무수물·메타크릴산 제거(투석 MWCO 12–14 kDa, 20 h 이상)가 불충분하면 세포독성",상,음성 열겔화 결과 + 다수 1차 논문 + 특허
RC-L6-002,L6,"LAP 광개시제(리튬 페닐-2,4,6-트라이메틸벤조일포스피네이트)","LAP photoinitiator (lithium phenyl-2,4,6-trimethylbenzoylphosphinate)",메타크릴화 재조합 콜라겐을 세포가 들어있는 채로 굳히는 표준 개시제. 405 nm 가시광에서도 작동해 UV 손상을 줄인다,전 조합,필수,"세포 봉입 상태 광가교가 이 시스템의 기본 공정이며, LAP는 수용성·저독성으로 이를 가능케 하는 유일한 범용 선택지",DOSE;VENDOR,PMC12852974 [전문 확인]; PMC11364519 [전문 확인]; PMC13316282 [전문 확인]; PMC6525998 [전문 확인],"10 %(w/v) 메타크릴화 재조합 콜라겐 + 0.1 %(w/v) LAP, 365 nm 10 mW/cm² 200 s로 겔 형성 및 세포 생존 확인","0.05–1 %(w/v) 범위, 표준 0.1 %(w/v). 365 nm 10 mW/cm² 200 s 또는 405 nm 30–45 s",Merck(Sigma-Aldrich),"900889 (CAS 85073-19-4, ≥95 %), 확인일 2026-09-16",합성 시약 ≥95 %,"합성 화학, 동물유래 없음",Irgacure 2959; Ru(bpy)3/과황산나트륨; Li-TPO; DAS,405 nm 조사 조건에서 포유류 세포에 세포독성이 보고됨 — 농도·조사량 하향 최적화 필요. 고농도(3 %(w/v)) stock은 반드시 희석해 사용,상,제조사 규격 확인 + 다수 1차 논문의 일치된 조건
RC-L6-003,L6,Irgacure 2959 광개시제,Irgacure 2959 photoinitiator,365 nm UV 개시제. LAP 이전의 표준,전 조합,선택,LAP가 수용성·저독성·가시광 작동에서 우월,DOSE;VENDOR,PMC10868488 [전문 확인]; PMC8293197 [전문 확인],"8-arm PEG-노보넨 40 mg/mL + 0.05 %(w/w) Irgacure 2959, UV 5 min으로 신경 오가노이드용 겔 제작","0.05 %(w/w) 또는 0.05 %(w/v), UV 365 nm 5 min",Advanced BioMatrix(키트 형태),"PhotoCol-IRG Kit 2 #5201-1KIT, 확인일 2026-09-16",연구용,합성 화학,LAP,수용성이 낮아 고농도 사용이 어렵고 UV 조사량이 커져 세포 손상 위험,상,제조사 키트 규격 + 1차 논문
RC-L6-004,L6,루테늄/과황산나트륨 가시광 가교계,Ruthenium / sodium persulfate visible-light system,400–450 nm 가시광으로 티로신 잔기를 직접 가교. 메타크릴화를 생략할 수 있는 경로,전 조합,선택,재조합 콜라겐에서의 물성·세포 데이터가 본 자료 범위에 없음,VENDOR,"Advanced BioMatrix / CELLINK PhotoCol-RUT 제품 규격 [VENDOR], 확인일 2026-09-16",루테늄 + 과황산나트륨 조합으로 400–450 nm에서 메타크릴화 콜라겐을 가교하는 키트 제공,파장 400–450 nm; 겔화 시간 <40 min(제조사 키네틱 겔 시험 규격),Advanced BioMatrix,"PhotoCol-RUT Kit 4 #5271-1KIT, 확인일 2026-09-16",연구용,합성 시약(콜라겐 부분은 소가죽 유래이므로 본 설계에서는 개시제만 채택),LAP,키트 동봉 콜라겐은 소가죽 유래 — 반드시 개시제 부분만 분리 조달해야 전제 위반을 피함,중,제조사 자료만
RC-L6-005,L6,DAS(다이아조설포네이트) 광개시제,DAS (diazosulfonate) photoinitiator,세포를 넣은 채 2광자 중합(720 nm)으로 인쇄할 때 쓰는 개시제. 세포 봉입 인쇄에서 검증된 몇 안 되는 선택,A,조건부,고해상 인쇄가 필요할 때만. 일반 벌크 겔에서는 LAP로 충분,DOSE,PMC7556543 [전문 확인],RCPhC1-NB/SH 7.5·10 %(w/v)에 DAS 2 mol%를 넣고 ASC 1×10⁶ cells/mL와 함께 720 nm 2광자 인쇄 — 세포가 생존·증식,"2 mol%(광가교 작용기 기준), 720 nm, 조사속도 1000 mm/s",해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 화학,LAP(벌크 겔),2광자 장비가 없으면 적용 불가. 상용 공급처 미확인,상,세포 봉입 인쇄 실증
RC-L6-006,L6,Li-TPO 광개시제,Li-TPO photoinitiator,재조합 콜라겐 유도체의 기준 물성 측정용 개시제,A,선택,DAS·LAP로 대체 가능,DOSE,PMC7556543 [전문 확인],2 mol% Li-TPO + UV-A 365 nm 10 mW/cm² 30 min으로 겔 분율 >90 % 확보,"2 mol%, UV-A 365 nm 10 mW/cm² 30 min(필름) 또는 3500 mW/cm²(in-situ 레오미터)",해당 없음,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 화학,LAP,세포 존재 하 사용 데이터 없음 — 물성 측정 전용으로 한정,상,1차 논문 방법부
RC-L6-007,L6,5-노보넨-2-카복실산(노보넨 작용화 시약),5-Norbornene-2-carboxylic acid,재조합 콜라겐을 티올-엔 단계성장 가교로 바꾸는 시약. 같은 농도에서 메타크릴보다 3.5배 단단하고 팽윤 변형이 적다,전 조합,조건부,형상 정밀도가 필요할 때 선택. 메타크릴 경로로도 겔은 만들어짐,SUBST;DOSE,PMC7556543 [전문 확인],"RCPhC1-NB(DS 83 %)와 RCPhC1-SH(DS 73 %)를 등몰 혼합해 티올-엔 가교. G′ 7.5 %=8700 Pa, 10 %=16 000 Pa로 메타크릴형(2500/10 000 Pa)보다 높음","노보넨 2.5 equiv(1차 아민 기준), DMSO, 50 °C 12 h, 아르곤",Merck(Sigma-Aldrich),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),합성 시약,합성 화학,메타크릴산 무수물(사슬성장),DMSO 공정 잔류물 제거 필요. 아세톤 침전·여과 공정 추가,상,동일 논문 내 직접 비교
RC-L6-008,L6,N-아세틸-호모시스테인 티오락톤(티올화 시약),N-acetyl-homocysteine thiolactone,재조합 콜라겐에 티올기를 도입해 노보넨 파트너로 만드는 시약,전 조합,조건부,티올-엔 경로를 택할 때만 필요,DOSE,PMC7556543 [전문 확인],"5 equiv 티오락톤, 탄산완충액 pH 10, 40 °C, 아르곤, EDTA 1.5 mM → DS 73 %","5 equiv(1차 아민 기준), pH 10 탄산완충액, EDTA 1.5 mM",Merck(Sigma-Aldrich),확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),합성 시약,합성 화학,시스테인 함유 펩타이드 접합,티올 산화(디설파이드화) 방지를 위해 EDTA와 불활성 기체가 필수,상,1차 논문 방법부
RC-L6-009,L6,PEG-디티올 가교제(PEG-Link),PEG-dithiol crosslinker (PEG-Link),티올 반응성 폴리머·재조합 콜라겐을 잇는 비분해성 가교제,전 조합,조건부,세포가 겔을 뚫고 나가야 하는 오가노이드에서는 분해성 가교제가 더 적절,VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16","α,ω-비스-메르캅토 PEG. 폴리머 티올반응기와 등몰로 맞춰 겔화","stock 20 mmol/L SH기, 최종 2.0 mmol/L(표준 가교강도)",Cellendes GmbH,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 고분자,CD-Link(MMP 분해성),비분해성이라 오가노이드가 커지지 못하고 갇힘,상,제조사 계산표
RC-L6-010,L6,MMP 절단성 가교 펩타이드(CD-Link 형),MMP-cleavable crosslinker peptide (CD-Link type),세포가 스스로 가교를 끊고 침윤·확장하도록 하는 가교제. 텔로펩타이드 매개 리모델링을 잃은 이 시스템에서 '세포가 매트릭스를 고칠 권한'을 돌려주는 유일한 수단,전 조합,필수,"재조합 콜라겐은 텔로펩타이드가 없어 천연 리모델링 경로가 닫혀 있고, 화학가교는 그 위에 비분해성 망을 덧씌운다. 분해성 가교가 없으면 오가노이드가 자라지 못함",SUBST;DOSE;VENDOR,"Cellendes 3-D Life Hydrogels User Guide (2025-09판) [VENDOR], 확인일 2026-09-16; PMC10868488 [전문 확인]; PMC7612137 [전문 확인]",MMP 절단자리를 포함한 PEG-펩타이드 가교제를 쓰면 세포가 가교를 끊고 전개·이동. 신경 오가노이드에서는 트립신-MMP 펩타이드를 노보넨 팔 대비 60 몰%로 사용,"최종 2.0 mmol/L SH기(표준), 또는 노보넨 작용기 대비 60 몰%",Cellendes GmbH / GenScript 맞춤합성,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),연구용,합성 펩타이드,플라스민 절단성 펩타이드; 덱스트라나제 분해성 덱스트란 백본,절단속도가 너무 빠르면 배양 중 겔이 무너짐 — 세포주별 MMP 분비량에 맞춘 조절 필요,상,제조사 규격 + 오가노이드 실증 2건
RC-L6-011,L6,미생물 트랜스글루타미나제(mTG),Microbial transglutaminase (mTG),글루타민-라이신 이소펩타이드 결합을 만드는 효소가교. 빛도 라디칼도 없이 세포 존재 하에서 굳힐 수 있다,전 조합,조건부,재조합 콜라겐 스펀지에서의 사용 실적은 있으나 A/B/C 조합에서의 겔 물성 정량이 확인되지 않음,DOSE;VENDOR,PMC5045885 [전문 확인]; PMC8293197 [전문 확인]; PMC6769454 [전문 확인]; PMC11754972 [전문 확인],젤라틴 4 %(w/v)에 mTG 2–40 U/g 단백질을 넣어 겔화시간·강도의 용량-반응을 확보. mTG 80 mg/mL 30 min 처리로 GelMA-MeHA 이중가교,"mTG 2–40 U/g 단백질(겔화시간 용량-반응), 또는 80 mg/mL PBS 30 min 37 °C; 효소활성 약 100 U/g(Activa TI 기준)",Ajinomoto,"Activa TI (약 100 U/g), 확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공)",식품등급이 일반적 — 세포배양용 정제등급 확인 필요,미생물 발효,라이실 옥시다제; EDC/NHS(세포 불가),식품등급 mTG는 내독소·부형제 관리가 안 되어 있어 L9 규격을 별도로 걸어야 함,상,세포 동반 가능성이 문헌에서 반복 확인
