supplier_id,supplier_name,country,category,product_name,catalog_no,grade,origin,spec,price,pack_size,storage,lead_time,supply_risk,source_url,verified_date,confidence,confidence_reason
F-037,Thermo Fisher Scientific Inc. (Gibco),미국,구조단백질,"Vitronectin (VTN-N) Recombinant Human Protein, Truncated",A400457 (구 A14700),연구용(RUO),인간 재조합(절단형 비트로넥틴),농도 0.81~0.99 mg/mL; 1 mL = 0.9 mg; 멸균여과; 유효기간 제조 후 36개월,"USD 93.75 / 1 mL (제조사 온라인 가격, 2026-09-14 확인)",1 mL (10 mL 규격 A400458 별도),-70°C; 드라이아이스 수송,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),카탈로그번호 개정(A14700→A400457) 진행 — 구번호 인용 시 발주 오류 위험,https://www.thermofisher.com/order/catalog/product/A400457,2026-09-14,상,제조사 카탈로그 페이지에서 신구 번호·가격 직접 확인
F-038,Merck KGaA (Sigma-Aldrich),독일,구조단백질,Fibrinogen from human plasma,F3879-1G,연구용(RUO),인간(혈장),"단백질 50~70%, 그 중 ≥80% 응고성(clottable)","569.23 (사이트 통화기호 $ 표기; 영국 유통사로 통화 확정 실패) / 1 g, 2026-09-14 확인",1 g,-20°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),인간 혈장 유래 — 혈액 수급 및 바이러스 안전성 규제 종속,https://www.scientificlabs.com/en/product/proteins-and-peptides/F3879-1G,2026-09-14,중,"유통사 1차 페이지 확인, 제조사 페이지 HTTP 503"
F-039,"Enzyme Research Laboratories, Inc.",미국,구조단백질,Human Fibrinogen 1 / 2 / 3 (플라스미노겐·vWF·피브로넥틴 단계적 제거),FIB 1 / FIB 2 / FIB 3,연구용(RUO),인간(혈장),"응고성 >95%(기능분석), 순도 >95%(SDS-PAGE); 20 mM 구연산나트륨-HCl pH 7.4; 흡광계수(1%) 15.1; 분자량 330,000 Da",공개 카탈로그에 가격 미표시(2026-09-14 확인),1.0 g,확인 실패: 제품 페이지에 보관조건 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),고순도 피브리노겐 전문 공급사가 소수 — 대체 공급원 확보 곤란,https://enzymeresearch.com/product/human-fibrinogen-1-2-3/,2026-09-14,상,"제조사 제품 페이지 직접 확인 — 규격 확보, 가격 비공개"
F-040,GELITA AG,독일,구조단백질,MEDELLAPRO 의료용 젤라틴 / 내독소 관리 젤라틴,확인 실패: 제품 페이지에 카탈로그번호 미게재(2026-09-14),"의료기기·의약품 제조용(제조사 표기: pharmaceutical grade, endotoxin-controlled)",동물(돼지·소 유래 콜라겐 가수분해물),"규격 확인 실패: 내독소 한도·블룸값 등 수치가 공개 페이지에 미게재(2026-09-14 확인). '275 bloom, type A, medical grade low endotoxin'은 검색 스니펫 경유(1차 페이지 미도달)",공개 카탈로그에 가격 미표시(2026-09-14 확인) — B2B 견적 방식,확인 실패,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),의약품제조 등급 젤라틴은 B2B 계약 기반 — 연구 규모 소량 조달 경로 부재; 동물유래 TSE 문서 요구,"https://www.gelita.com/en/products-brands/gelatin/gelitar-pharmaceutical-grade-gelatin (검색 결과 확인, 1차 페이지 미도달)",2026-09-14,하,1차 페이지 미도달 — 등급 존재만 확인
F-041,"Lifecore Biomedical, LLC",미국,다당·GAG,"Sodium Hyaluronate, Research Grade (<10 kDa)",HA5K-1,연구용(RUO) — 제조사 표기상 GMP 배치에서 분취,미생물(발효 생산 히알루론산나트륨),"평균분자량 <10 kDa(고유점도-Mark-Houwink 환산, 로트별 성적서 표기); 내독소 ≤0.05 EU/mg","USD 210 / 1 g (제조사 가격표, 2026-09-14 확인; 주문당 취급수수료 USD 25 및 배송비 별도)",1 g 병,-20°C ±5°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),GMP 배치 분취품이라 연구용 공급이 GMP 생산일정에 종속,https://www.lifecore.com/research-use/,2026-09-14,상,제조사 연구용 가격표 페이지에서 품목코드·가격·내독소 직접 확인
F-042,"Lifecore Biomedical, LLC",미국,다당·GAG,"Sodium Hyaluronate, Research Grade (100-185 kDa)",HA100K-1,연구용(RUO),미생물(발효),평균분자량 100~185 kDa; 내독소 ≤0.05 EU/mg,"USD 210 / 1 g (제조사 가격표, 2026-09-14 확인)",1 g 병,-20°C ±5°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),분자량 구간별 재고 편차,https://www.lifecore.com/research-use/,2026-09-14,상,제조사 가격표 직접 확인
F-043,"Lifecore Biomedical, LLC",미국,다당·GAG,"Sodium Hyaluronate, Research Grade (1.01-1.80 MDa)",HA15M-1,연구용(RUO),미생물(발효),평균분자량 1.01~1.80 MDa; 내독소 ≤0.05 EU/mg,"USD 150 / 1 g (제조사 가격표, 2026-09-14 확인)",1 g 병,-20°C ±5°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),고분자량 구간이 오히려 저가 — 저분자량 분해공정 비용이 단가를 좌우,https://www.lifecore.com/research-use/,2026-09-14,상,제조사 가격표 직접 확인
F-044,"Lifecore Biomedical, LLC",미국,다당·GAG,"Sodium Hyaluronate, Research Grade (1.01-1.80 MDa), 5 g",HA15M-5,연구용(RUO),미생물(발효),평균분자량 1.01~1.80 MDa; 내독소 ≤0.05 EU/mg,"USD 475 / 5 g (제조사 가격표, 2026-09-14 확인)",5 g 병,-20°C ±5°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),5 g 규격 구매 시 g당 단가 하락(계산식은 06_supply.md 5절 참조),https://www.lifecore.com/research-use/,2026-09-14,상,제조사 가격표 직접 확인
F-045,"Lifecore Biomedical, LLC",미국,다당·GAG,Corgel BioHydrogel 1% Gel Kit (티라민 치환 히알루론산 + 서양고추냉이과산화효소/과산화수소),ENG 00150,"연구용(RUO) — 제조사 표기 ISO 10993 안전성 기준 충족, 인체사용 불가",미생물(발효 HA) + 효소(HRP),티라민 치환율 1~5%; 사용 농도 6.25~100 mg/mL; 구성 TS-NaHy 250 mg + HRP 25 mL(10 U/mL) + 과산화수소 1.0%,"USD 185 / 1 키트 (제조사 가격표, 2026-09-14 확인)",1 키트,-20°C ±5°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),효소 가교 시스템 — 효소 활성 저하 시 겔화 실패,https://www.lifecore.com/hydrogels/,2026-09-14,상,제조사 하이드로겔 가격표 페이지 직접 확인
F-046,"Lifecore Biomedical, LLC",미국,다당·GAG,Corgel 1% Powder Only (티라민 치환 히알루론산나트륨),85-1,연구용(RUO),미생물(발효 HA),티라민 치환 히알루론산나트륨 분말 250 mg,"USD 160 / 250 mg (제조사 가격표, 2026-09-14 확인)",250 mg,-20°C ±5°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),가교제 별도 구매 필요,https://www.lifecore.com/hydrogels/,2026-09-14,상,제조사 가격표 직접 확인
F-047,IFF N&H Norway AS (NovaMatrix),노르웨이,다당·GAG,PRONOVA UP LVG 초순도 알지네이트나트륨,4200001,초순도(ultrapure) 연구·전임상 등급,"식물/해조(갈조류 유래 알긴산나트륨, 초정제)",굴루론산 함량 ≥60%; 분자량 약 75~200 kDa; 점도 20~200 mPa·s; 내독소 ≤100 EU/g; 유효기간 5년,"공개 카탈로그에 가격 미표시(2026-09-14 확인) — 최소 주문 10 g, 10 g 단위 증분",최소 10 g,2~8°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),최소 주문 10 g 제약 — 소량 스크리닝 조달 불가; 초순도 알지네이트 공급사가 사실상 1개사,https://novamatrix.biz/store/pronova-up-lvg/,2026-09-14,상,제조사 스토어 페이지에서 규격·최소주문·가격 비공개 직접 확인
F-048,IFF N&H Norway AS (NovaMatrix),노르웨이,다당·GAG,PRONOVA SLG20 고순도 알지네이트나트륨,4202001,고순도 연구용,식물/해조(갈조류 유래),분자량 75~150 kDa; 점도 20~99 mPa/s; 굴루론산 ≥60%; 단백질 ≤0.3%; pH 5.5~8.5; 내독소 ≤100 EU/g; 유효기간 5년,공개 카탈로그에 가격 미표시(2026-09-14 확인),250 mg 바이알 1개,2~8°C,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),소량 규격은 존재하나 가격 비공개로 예산 수립 곤란,https://novamatrix.biz/store/pronova-slg-20/,2026-09-14,상,제조사 스토어 페이지 직접 확인
F-049,Iduron Ltd,영국,다당·GAG,Heparan Sulphate 모(母)폴리머,GAG-HS01,연구용(RUO),동물(돼지 점막),이봉형 분자량 분포(약 40 kDa 및 약 9 kDa 분획); GlcA-GlcNAc 및 IdoA/GlcA-GlcNS 이당 단위,"GBP 300.00 / 2 mg (제조사 표시가, 2026-09-14 확인)",2 mg,확인 실패: 제품 페이지에 보관조건 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),돼지 점막 유래 — 동물유래 규제 및 헤파린 원료 수급 변동에 연동,https://www.iduron.co.uk/product/Heparan-Sulphate,2026-09-14,상,제조사 제품 페이지에서 가격·규격 직접 확인
F-050,Iduron Ltd,영국,다당·GAG,Heparan Sulphate Fraction I (약 40 kDa),GAG-HS I,연구용(RUO),동물(돼지 점막),저황산화 분획; 이당 100개당 황산기 75개,"GBP 210.00 / 1 mg (제조사 표시가, 2026-09-14 확인)",1 mg,확인 실패: 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),분획 정제품이라 로트 규모가 작음,https://www.iduron.co.uk/product/Heparan-Sulphate,2026-09-14,상,제조사 제품 페이지 직접 확인
F-051,Iduron Ltd,영국,다당·GAG,Heparan Sulphate Fraction III (약 9 kDa),GAG-HS III,연구용(RUO),동물(돼지 점막),고황산화·저분자량 분획; 이당 100개당 황산기 175개,"GBP 245.00 / 1 mg (제조사 표시가, 2026-09-14 확인)",1 mg,확인 실패: 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),mg 단위 공급 — 매트릭스 대량 배합에는 비현실적 단가,https://www.iduron.co.uk/product/Heparan-Sulphate,2026-09-14,상,제조사 제품 페이지 직접 확인
F-052,Merck KGaA (Sigma-Aldrich),독일,다당·GAG,"Heparin sodium salt from porcine intestinal mucosa, Grade I-A",H3149-500KU,연구용(RUO),동물(돼지 장점막),역가 ≥180 USP 단위/mg,"907.00 (사이트 통화기호 $ 표기; 영국 유통사로 통화 확정 실패) / 500,000 단위, 2026-09-14 확인",500 kU,확인 실패: 유통사 페이지 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),돼지 원료 — 축산 질병 발생 시 원료 공급 급변; 제조사 페이지 접근 차단(HTTP 503),https://www.scientificlabs.com/en/product/bioreagents/H3149-500KU,2026-09-14,중,"유통사 1차 페이지 확인, 제조사 교차검증 실패"
F-053,Heppe Medical Chitosan GmbH,독일,다당·GAG,Chitoscience(연구용) / Chitoceuticals(의약품용) / GMP 키토산 제품군,확인 실패: 온라인 상점 상위 페이지에 품목번호 미게재(2026-09-14),연구용 및 의약품제조(GMP) 등급 병행 공급,동물(갑각류 키틴 유래) 및 일부 비동물 유래,"탈아세틸화도 70/75/80/85/90/95%, 점도 5~3000 mPas 표준 제품군 보유",공개 카탈로그 상위 페이지에 가격 미표시(2026-09-14 확인) — 개별 품목 페이지 미도달,확인 실패,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),연구용→GMP 등급 연속 공급이 가능한 드문 공급사이나 가격·리드타임 비공개,https://www.gmp-chitosan.com/en/chitin-chitosan-shop.html,2026-09-14,중,"상점 상위 페이지 접근 성공(제품군 구조 확인), 개별 품목 페이지 미도달"
F-054,"Tokyo Chemical Industry Co., Ltd. (TCI)",일본,다당·GAG,Sodium Alginate (범용 시약 등급),O0584,연구용 시약,식물/해조(갈조류),"규격 확인 실패: 제조사 페이지 접근 차단(HTTP 403, 2026-09-14)","가격 확인 실패: 제조사 페이지 접근 차단(HTTP 403, 2026-09-14)",확인 실패,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),범용 시약 등급은 내독소·단백질 잔류 규격이 없어 오가노이드 배양 직접 사용 부적합,https://www.tcichemicals.com/US/en/p/O0584 (HTTP 403),2026-09-14,하,제조사 페이지 접근 차단 — 제품 존재만 검색 결과로 확인
F-055,Contipro a.s.,체코,다당·GAG,"Sodium Hyaluronate (의약품 원료의약품 등급, GMP)",확인 실패: 공개 페이지에 품목번호 미게재(2026-09-14),의약품제조(GMP) — 체코 국립의약품관리국 GMP 인증 및 유럽약전 적합성인증(CoS) 보유,미생물(발효),"성적서에 분자량·외관·pH·히알루론산나트륨 함량·총균수·세균내독소·단백질 기재(항목만 확인, 수치 미확인)","가격 확인 실패: 검색 결과에 2019년 9월자 '실험실 등급 가격표' PDF 링크만 존재, 1차 페이지 미도달(2026-09-14)",확인 실패,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),GMP 등급 HA를 유럽 내에서 공급하는 소수 업체 — 다만 공개 가격 정보가 7년 전 문서뿐,"https://www.contipro.com/portfolio/manufacturer-of-pharmaceutical-sodium-hyaluronate (검색 결과 확인, 1차 페이지 미도달)",2026-09-14,하,1차 페이지 미도달 — 인증 보유 사실만 검색 스니펫 경유
F-056,JenKem Technology USA Inc.,미국,합성고분자·가교제,4arm PEG Vinylsulfone (4분지 폴리에틸렌글리콜 비닐설폰),4ARM-VS,연구용; 별도 GMP 등급 문의 가능 표기,합성,"치환율 >90%; 분자량 10,000 / 20,000 Da; 펜타에리트리톨 코어","USD 150.00 ~ USD 1,200.00 (분자량·포장단위별 범위, 제조사 표시, 2026-09-14 확인)",1 g / 10 g,확인 실패: 제품 페이지에 보관조건 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),개별 조합별 단가가 범위로만 공개 — 정확한 예산 산출에 견적 필요,https://www.jenkemusa.com/products/4arm-peg-vinylsulfone,2026-09-14,중,제조사 제품 페이지 직접 확인했으나 가격이 범위 표기
F-057,JenKem Technology USA Inc.,미국,합성고분자·가교제,4arm PEG Thiol (4분지 PEG 티올),4ARM-SH,연구용; GMP 등급 문의 가능 표기,합성,"치환율 >90%; 분자량 5,000 / 10,000 / 20,000 Da; 펜타에리트리톨 코어","USD 80.00 ~ USD 640.00 (범위, 제조사 표시, 2026-09-14 확인)",1 g / 10 g,확인 실패: 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),티올기는 산화 민감 — 보관조건이 공개되지 않아 품질관리 계획 수립에 제약,https://www.jenkemusa.com/products/4arm-peg-thiol,2026-09-14,중,"제조사 페이지 직접 확인, 가격 범위 표기"
F-058,"Laysan Bio, Inc. (Gannet BioChem)",미국,합성고분자·가교제,4 Arm PEG-Maleimide (4분지 PEG 말레이미드),제품 페이지에 카탈로그번호 미표시(2026-09-14 확인),연구용,합성,분자량 10 kDa / 20 kDa; 말레이미드-티올 마이클 부가(pH 6.5~7.5) 가교,"USD 140.00 ~ USD 500.00 (분자량·포장단위별 범위, 제조사 표시, 2026-09-14 확인)",1 g / 5 g,제조사 별도 보관지침 페이지 안내(제품 페이지 미표시),공개 카탈로그에 리드타임 미표시(2026-09-14 확인),카탈로그번호가 제품 페이지에 없어 발주 시 혼선 가능,https://laysanbio.com/product/4-arm-peg-mal/,2026-09-14,중,"제조사 제품 페이지 직접 확인, 가격 범위·번호 미표시"
F-059,Creative PEGWorks,미국,합성고분자·가교제,"4-Arm PEG-Norbornene, MW 20k",PSB-4112,연구용,합성,티올-엔(thiol-ene) 광가교용 4분지 PEG 노보넨; 분자량 20 kDa; 치환율 페이지 미표시,"USD 315.00 / 1 g; USD 960.00 / 5 g; USD 1,485.00 / 10 g (제조사 표시가, 2026-09-14 확인)",1 g / 5 g / 10 g,-20°C 이하 장기보관; 반복 동결융해 금지,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),재고 보유 표기이나 단일 중소 공급사 — 대량·GMP 전환 시 대체원 확보 필요,https://creativepegworks.com/product/4-arm-peg-norbornene-mw-20k,2026-09-14,상,제조사 제품 페이지에서 카탈로그번호·포장별 가격 직접 확인
F-060,CELLINK (BICO Group AB),스웨덴,합성고분자·가교제,Irgacure 2959 광개시제(2-hydroxy-4'-(2-hydroxyethoxy)-2-methylpropiophenone),5200-5GM,연구용,합성,365 nm 자외선 활성; 수용성 낮아 메탄올 용해 필요,"USD 135 / 5 g (제조사 표시가, 2026-09-14 확인)",5 g 분말,2~8°C; 미용해 분말 2~8°C에서 1년 이상 안정,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),자외선 영역 개시제 — 세포 생존율 측면에서 405 nm 개시제로 대체 추세,https://www.cellink.com/product/irgacure-2959-photoinitiator/,2026-09-14,상,제조사 온라인 상점 제품 페이지에서 SKU·가격 직접 확인
F-061,CELLINK (BICO Group AB),스웨덴,합성고분자·가교제,"LAP Powder 광개시제(리튬 페닐-2,4,6-트리메틸벤조일포스피네이트)",5269-500MG,연구용,합성,"405 nm 흡수 — Irgacure 2959 대비 세포친화적 조건에서 광가교, 중합속도 빠름","USD 140 / 500 mg (제조사 표시가, 2026-09-14 확인)",500 mg,확인 실패: 제품 페이지에 보관조건 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),g당 단가가 Irgacure 2959의 약 10배 — 소량 사용 전제 물질,https://www.cellink.com/product/lap-powder/,2026-09-14,상,제조사 상점 페이지에서 SKU·가격 직접 확인
F-062,CELLINK (BICO Group AB),스웨덴,합성고분자·가교제,GelMA 20% (메타크릴화 젤라틴 하이드로겔),IKG125000005,연구용,동물(돼지 젤라틴의 메타크릴화 유도체),메타크릴화도 44~55%; pH 7~7.4; 점도 168±50 Pa·s; 멸균; 광경화 안정화,"USD 190 / 5 mL (제조사 표시가, 2026-09-14 확인)",5 mL,유효기간 최소 4개월(보관온도 미표시),공개 카탈로그에 리드타임 미표시(2026-09-14 확인),돼지 젤라틴 기반 — 동물유래 규제 적용; 유효기간 4개월로 짧아 재고 회전 부담,https://www.cellink.com/product/gelma-20/,2026-09-14,상,제조사 상점 페이지에서 SKU·가격·규격 직접 확인
F-063,Gelomics Pty Ltd,오스트레일리아,합성고분자·가교제,"Gelatin Methacryloyl (GelMA), 동결건조",SKU0014 (D2-0),연구용,동물(젤라틴 유도체),멸균 동결건조; PBS 또는 HEPES 완충액으로 재구성; 메타크릴화도 유통사 페이지 미표시,"161.48 (사이트 통화기호 $ 표기; 영국 유통사로 통화 확정 실패) / 1 g, 2026-09-14 확인",1 g 동결건조,확인 실패: 유통사 페이지 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),제조사 직판 경로를 확인하지 못함 — 유통 단일 경로,https://www.scientificlabs.com/en/product/3d-culture/SKU0014,2026-09-14,중,"유통사 1차 페이지 확인, 제조사 페이지 미도달"
F-064,Rousselot (Darling Ingredients Inc.),네덜란드/미국,합성고분자·가교제,X-Pure GelMA (의약품제조 GMP 등급 메타크릴화 젤라틴),확인 실패: 공개 페이지에 제품코드 미게재(2026-09-14),의약품제조(GMP) 및 연구용 병행,동물(젤라틴 유도체),내독소 <10 EU/g (제조사 브랜드 페이지 표기); 메타크릴화도·분자량 맞춤 조정 가능,"공개 카탈로그에 가격 미표시(2026-09-14 확인) — GMP 등급은 문의, 연구용은 BIO INX 웹숍 경유 안내",확인 실패,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),GelMA의 GMP 등급 공급원이 사실상 이 1개사 — 임상 전환 시 단일 공급원 의존,https://www.darlingii.com/rousselot/brands/xpure-gelma,2026-09-14,상,"브랜드 공식 페이지 직접 확인 — 내독소 규격 확보, 가격·코드 비공개"
F-065,Zedira GmbH,독일,합성고분자·가교제,Andracon 재조합 미생물 트랜스글루타미네이스(동결건조),T300,연구용~산업용; ISO 9001:2015 인증 전용 생산시설,"미생물(Streptomyces mobaraensis 유래, 재조합 생산)",HEPES 제형 동결건조; 25 U ~ 메가유닛 규모 공급; 비활성·순도 수치는 제품 페이지 미표시,"EUR 270 / 25 U (제조사 표시가, 2026-09-14 확인)",25 U 바이알,확인 실패: 제품 페이지에 보관조건 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),효소 단위(U) 기준 판매 — 배치 간 비활성 차이가 겔 물성에 직결,https://zedira.com/Protein-Labeling/Transglutaminase/Recombinant-microbial-bacterial-transglutaminase_T001,2026-09-14,상,제조사 제품 페이지에서 포장단위별 가격 직접 확인
F-066,Zedira GmbH,독일,합성고분자·가교제,"Andracon 재조합 미생물 트랜스글루타미네이스(동결건조), 대용량",T300,연구용~산업용,미생물(재조합),HEPES 제형 동결건조,"EUR 3,750 / 500 U (제조사 표시가, 2026-09-14 확인)",500 U (또는 20×25 U 동일가),확인 실패: 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),25 U 대비 U당 단가 하락폭이 작음(계산식은 06_supply.md 5절 참조),https://zedira.com/Protein-Labeling/Transglutaminase/Recombinant-microbial-bacterial-transglutaminase_T001,2026-09-14,상,제조사 제품 페이지 직접 확인
F-067,Zedira GmbH,독일,합성고분자·가교제,Andracon 재조합 미생물 트랜스글루타미네이스(냉동 액상),T250,연구용~산업용,미생물(재조합),HEPES 제형 냉동 액상,"EUR 2,140 / 250 U (제조사 표시가, 2026-09-14 확인)",250 U,냉동 액상(정확한 온도 미표시),공개 카탈로그에 리드타임 미표시(2026-09-14 확인),액상 제형은 콜드체인 의존도 높음,https://zedira.com/Protein-Labeling/Transglutaminase/Recombinant-microbial-bacterial-transglutaminase_T001,2026-09-14,상,제조사 제품 페이지 직접 확인
F-068,"Ajinomoto Co., Inc. (유통: Modernist Pantry, LLC)",일본(유통 미국),합성고분자·가교제,Activa RM 트랜스글루타미네이스,유통사 SKU 1000,식품 등급(미국 식품의약국 GRAS 분류로 유통사 표기),미생물(발효 유래 효소) + 카세인나트륨·말토덱스트린 부형제,"조성: 카세인나트륨, 말토덱스트린, 트랜스글루타미네이스; 효소 역가 수치는 유통사 페이지 미표시","USD 149.99 / 1 kg (유통사 표시가, 2026-09-14 확인)",1 kg,미개봉 약 2년; 개봉 후 산소 노출로 급속 실활,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),식품 등급이며 우유 단백질(카세인나트륨) 함유 — 세포배양용으로는 정제·규격 부적합. 연구용 Zedira 제품 대비 U당 단가가 낮지만 등급이 다름,https://modernistpantry.com/products/activa-rm-transglutaminase.html,2026-09-14,중,"유통사 1차 페이지에서 가격·조성 확인, 제조사(아지노모토) 규격서 미도달"
F-069,Cellendes GmbH (유통: Ilex Life Sciences LLC),독일(유통 미국),펩타이드,3-D Life RGD Peptide (세포부착 펩타이드),09-P-001,연구용(RUO),합성 펩타이드,"RGD(아르기닌-글리신-아스파르트산) 모티프 + 티올기; 동결건조, 물로 재구성 시 반응기 20 mmol/L","USD 181.00 / 1 µmol (할인가; 정가 USD 221.00, 유통사 표시, 2026-09-14 확인)",1 µmol (3×1 µmol 규격 P10-3 별도),확인 실패: 유통사 페이지 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),µmol 단위 판매 — 대량 겔 제조 시 펩타이드 비용이 지배적,https://ilexlife.com/products/3-d-life-rgd-peptide,2026-09-14,상,유통사 제품 페이지에서 카탈로그번호·가격·규격 직접 확인
F-070,Cellendes GmbH (유통: Ilex Life Sciences LLC),독일(유통 미국),펩타이드,3-D Life GFOGER-3 Peptide (콜라겐 모방 인테그린 결합 펩타이드),유통사 목록 페이지에 카탈로그번호 미표시(2026-09-14),연구용(RUO),합성 펩타이드,GFOGER는 I형 콜라겐 유래 α2β1 인테그린 결합 서열,"USD 200.00부터 (유통사 표시 시작가, 2026-09-14 확인)",유통사 목록 페이지에 미표시,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),시작가만 공개 — 규격별 단가 미확인,https://ilexlife.com/collections/cellendes-3-d-life-hydrogels,2026-09-14,중,유통사 목록 페이지에서 시작가만 확인
F-071,Cellendes GmbH (유통: Ilex Life Sciences LLC),독일(유통 미국),펩타이드,3-D Life Scrambled RGD Peptide (음성대조용),09-P-003,연구용(RUO),합성 펩타이드,RGD 서열 무작위화 대조 펩타이드,"USD 181.00부터 (유통사 표시 시작가, 2026-09-14 확인)",1 µmol,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),대조군 펩타이드가 실험군과 동일 단가 — 실험 설계상 비용 2배,https://ilexlife.com/collections/cellendes-3-d-life-hydrogels,2026-09-14,중,"유통사 목록 페이지에서 시작가 확인, 카탈로그번호는 검색 스니펫 경유"
F-072,Merck KGaA (Sigma-Aldrich),독일,펩타이드,TrueGel3D RGD 부착 펩타이드,TRUERGD-1EA,연구용(RUO),합성 펩타이드,"서열 Acetyl-Cys-Doa-Doa-Gly-Arg-Gly-Asp-Ser-Pro-NH2 (Doa = 8-아미노-3,6-다이옥사옥탄산)","183.02 (사이트 통화기호 $ 표기; 영국 유통사로 통화 확정 실패) / 1 EA, 2026-09-14 확인",1 EA,-20°C; 드라이아이스 수송,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),서열이 공개되어 맞춤 합성 대체 가능 — 단일 공급원 리스크는 낮음,https://www.scientificlabs.com/en/product/cell-culture-cell-lines/TRUERGD-1EA,2026-09-14,중,"유통사 1차 페이지에서 서열·가격 직접 확인, 제조사 페이지 HTTP 503"
F-073,Cellendes GmbH (유통: Ilex Life Sciences LLC),독일(유통 미국),펩타이드,3-D Life CD-Link (기질금속단백분해효소 절단성 가교제),L60-1,연구용(RUO),합성(PEG-펩타이드 접합체),양 말단 티올 보유 PEG-펩타이드 접합체; 기질금속단백분해효소(MMP) 절단 서열 포함 — 세포가 국소적으로 망상구조 분해 가능,"USD 266.00 / 200 µL (유통사 표시가, 2026-09-14 확인)",200 µL (3×200 µL 규격 L60-3 가격 미표시),확인 실패: 제품 문서에 보관조건 미표시,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),MMP 절단 서열 가교제는 오가노이드 확장의 핵심 부품이나 공급사 소수,https://ilexlife.com/products/3-d-life-cd-link-hydrogel-component,2026-09-14,상,유통사 제품 페이지에서 카탈로그번호·가격·기능 직접 확인
F-074,GenScript Biotech Corporation,미국/중국,펩타이드,맞춤 펩타이드 합성 서비스(FlexPeptide / TurboTIDE),맞춤 서비스 — 카탈로그번호 없음,연구용(RUO); 별도 cGMP 펩타이드 서비스 보유,합성 펩타이드,합성 성공률 >98% 표기; TurboTIDE 5일 납기 표기(제조사 서비스 페이지 확인). 순도 등급별 단가는 서비스 페이지 미게재,가격 확인 실패: 제조사 서비스 페이지에 단가 미표시(2026-09-14 확인). 검색 스니펫상 '아미노산당 USD 3.20부터'(1차 페이지 미도달),맞춤(5 mg~),확인 실패: 서비스 페이지 미표시,TurboTIDE 5일(제조사 서비스 페이지 표기),맞춤 합성은 대체 공급사가 많아 단일 공급원 리스크 낮음; 다만 서열·순도별 단가 비공개,https://www.genscript.com/peptide-services.html,2026-09-14,중,"서비스 페이지 1차 접근 성공(납기 확인), 단가는 스니펫 경유"
F-075,Bachem AG,스위스,펩타이드,"맞춤 펩타이드 합성(비GMP 5 mg~100 g, 순도 80~97%) 및 카탈로그 RGD 펩타이드",4069635 (Cyclo(-Arg-Gly-Asp-D-Phe-Lys)),연구용(RUO) 및 GMP 병행,합성 펩타이드,"비GMP 합성 규모 5 mg~100 g, 순도 80~97% (기업 서비스 페이지 기준, 검색 스니펫 경유)","가격 확인 실패: 온라인 상점 제품 페이지 접근 차단(HTTP 403, 2026-09-14)",확인 실패,확인 실패,공개 카탈로그에 리드타임 미표시(2026-09-14 확인),GMP 펩타이드 대량 생산 능력 보유 — 임상 전환 시 유력 공급원이나 웹 가격 비공개,https://shop.bachem.com/product/4069635/ (HTTP 403),2026-09-14,하,"상점 페이지 접근 차단, 서비스 사양은 스니펫 경유"
