item_id,category,name_ko,name_en,function,necessity,tissue_scope,stage,conc_typical,conc_range,form,evidence_type,evidence_ref,experiment_summary,supplier,catalog_no,grade,stock_storage,alternatives,risk,confidence,confidence_reason
MD-024,니치성장인자,Wnt3a (재조합 정제단백질),Recombinant Wnt3a protein,정규(canonical) Wnt 리간드. 사람 장·대장 오가노이드는 Paneth세포의 내인성 Wnt 공급이 마우스보다 약해 외인성 Wnt가 반드시 필요하다,조건부,"장(사람), 대장, 위, 식도",확장,100 ng/mL,"10–300 ng/mL. 자궁내막암 스크리닝 10 ng/mL, 식도·대장암 100 ng/mL, 사람 장 PGE2 실험 300 ng/mL",재조합 단백질,OMIT;CLAIM;REVIEW;VENDOR,"US8642339 독립항 31 ('R-spondin 1 through 4 and/or Wnt3'); PMC5101536 (10.1038/srep36795) [전문 확인, 300 ng/mL, R&D Systems]; PMC5852293 (10.1016/j.jcmgh.2017.12.013) [전문 확인, 100 ng/mL]; PMC9047329 (10.1186/s13059-022-02673-3) [100 ng/mL, Millipore]; R&D Systems 5036-WN 제품 정보 (2026-09-16 확인); PMC7073464 (10.15252/embj.2019104013) [전문 확인 — Wnt3a 및 CHIR99021 제거·추가 실험]; PMC9890212 (10.1093/ibd/izac212) [전문 확인 — Wnt3a 결여 분화배지]",R&D 5036-WN은 PBS+EDTA+CHAPS 용액에서 동결건조되며 캐리어형에는 BSA가 들어 있다. 무캐리어형(5036-WN/CF)도 CHAPS를 포함. 200 µg/mL로 멸균 PBS에 재용해 권장 ★ OMIT 근거: HGSOC 15주 중 '단 한 주도 Wnt3a(W)를 넣은 배지에서 유지되지 않았다'. GSK-3β 저해제 CHIR99021로 Wnt를 켜도 오가노이드 형성·성장에 명백히 부정적이었다 — Wnt 요구성이 조직·병기에 따라 역전될 수 있음을 보인 강한 근거(PMC7073464). 장세포 분화배지(eDM)는 Wnt3a를 넣지 않고 포큐파인 저해제 C59로 내인성 Wnt까지 차단한다(PMC9890212). 자궁내막암 P0에서는 Wnt3A 10 ng/mL 유무에 차이가 없었다(PMC5627540).,R&D Systems (Bio-Techne),5036-WN (캐리어 BSA 포함) / 5036-WN/CF (무캐리어) / 5036-WNP (고순도),"연구용, CHAPS·EDTA 함유 제형",동결건조 분말 −20~−70 °C. 200 µg/mL로 PBS 재용해. 재용해 후 2–8 °C 1개월 또는 −20~−70 °C 3개월. 계면활성제(CHAPS) 의존 제형이라 37 °C 배양 중 활성이 빠르게 떨어진다(PMC4775226),"Wnt3a 조건배지 (MD-025); L-WRN CM (MD-026); afamin-Wnt3a (MD-027); Wnt surrogate-Fc (MD-028); CHIR99021 (MD-044, 단 GSK-3 저해라 기전이 다름)",① CHAPS가 들어 있어 계면활성제 민감 실험과 충돌 ② CHAPS 가용화 Wnt는 37 °C에서 급속히 실활 ③ 지질화(팔미톨레오일화) 단백질이라 수용액에서 응집·표면흡착이 심함 ④ 단가가 가장 높다,상,OMIT 실험 3건이 서로 다른 조직에서 Wnt3a 요구성의 방향을 보여줌 + 제조사 제형(CHAPS/BSA) 확인
MD-025,니치성장인자,Wnt3a 조건배지,Wnt3a conditioned medium (Wnt3A-CM),L Wnt-3A 세포(ATCC CRL-2647) 상등액. 혈청 속 아파민(afamin)이 Wnt3a를 수용성으로 붙들어 주기 때문에 CM 형태가 정제단백질보다 안정적이다,조건부,"장(사람), 대장, 위, 췌장, 간",확장,50% v/v,"10–65% v/v. 분화배지 10%, 위 50%, 사람 장 확장 50%, 콜론-온-어-칩 L-WNR 혼합 65%, 췌장 40%",조건배지,DOSE;REVIEW;SUBST;VENDOR,"PMC9285512 (10.1002/cpim.106) [전문 확인, 50% v/v + 생산 SOP + 역가검정 기준]; PMC8783132 (10.1016/j.jcmgh.2021.10.010) [50%, ATCC CRL-2647]; PMC4195772 (10.15252/embj.201488017) [50%]; PMC7043048 (10.1186/s12861-020-0209-5) [40%]; PMC9890212 (10.1093/ibd/izac212) [확장 50%, 분화 10%]; ATCC CRL-2647 제품페이지 (2026-09-16 확인)","Clevers Support Protocol 1: L-Wnt-3A를 DMEM+10% FBS+제오신 125 µg/mL에서 확장, 60개 145 mm 디시에서 1주 배양 후 상등액 수확·0.22 µm 여과. 계대 10–12회 제한. HEK293T-STF 루시퍼라아제 리포터로 로트 검정 — 우수 로트 기준은 12.5% v/v에서 15배, 50% v/v에서 300배 신호 증가, 1–2% v/v에서는 배경 수준 ★ DOSE 근거: Clevers 프로토콜은 Wnt3A-CM 로트 검정을 HEK293T-STF 루시퍼라아제 리포터의 농도-반응으로 규정한다 — 우수 로트는 12.5% v/v에서 15배, 50% v/v에서 300배 신호를 내고 1–2% v/v에서는 배경 수준이어야 한다. 즉 CM은 '몇 %'가 아니라 '어떤 농도-반응 곡선을 그리는가'로 규격화된다.",ATCC (생산 세포주),CRL-2647 (L Wnt-3A),연구용 세포주. ATCC 권장배지: DMEM(30-2002) + 10% FBS + G-418 0.4 mg/mL,여과 후 4 °C에서 6개월 이상 안정(Clevers 프로토콜). 동결 불필요. 단 L-WRN CM은 4 °C 3주 보관 시 역가 저하가 관찰됨(PMC6579736),Wnt surrogate-Fc (MD-028) — Clevers는 사람 대장 오가노이드와 단일세포 클론 배양에 surrogate를 권장,① 배지 부피의 절반이 CM이라 기본배지·보충제 농도 계산이 복잡해진다 ② FBS가 25% v/v 수준으로 유입(50% CM × 10% FBS 가정 → 5% v/v FBS)되어 정의성이 깨진다 ③ 생산 세포주 유출 오염 위험 — 여과 불충분 시 L세포가 오가노이드를 덮는다,상,프로토콜 내 정량 규격(DOSE) + 생산 SOP(REVIEW) + 재조합 단백질 치환 관계(SUBST) + ATCC 세포주(VENDOR) 모두 확인
MD-026,니치성장인자,L-WRN 조건배지 (Wnt3a+R-spondin3+Noggin 동시 생산),L-WRN conditioned medium,Wnt3a·R-spondin3·Noggin을 한 세포주에서 동시에 분비시킨 CM. 세 인자를 한 번에 해결해 GI 상피 스페로이드 배양 원가를 최소화한다,조건부,"장, 대장, 위(동물·사람 모두)",확장,50% v/v,"5–50% v/v. 최적 성장 농도는 50%, 5%는 최적의 1/10로 증식이 떨어진다",조건배지,SUBST;REVIEW,"PMC6579736 (10.1016/j.scr.2019.101430) [전문 확인]; PMC5450310 (10.1242/bio.021717) [전문 확인, 50% L-WRN CM + Y-27632 10 µM + SB-431542 10 µM]",VanDussen 등은 여러 연구팀이 독립 생산한 L-WRN CM 13개 로트를 교차 비교. 대부분 재현성이 높았으나 한 로트(TE)는 스페로이드 성장을 지지하지 못했음에도 HEK293 Wnt(TCF/LEF) 루시퍼라아제 리포터 유도는 정상이었다 — 즉 Wnt 리포터 검정만으로는 CM 품질을 보증할 수 없다. 또한 4 °C 3주 보관 로트는 역가가 떨어졌다 ★ SUBST 근거: 여러 연구팀이 독립 생산한 L-WRN CM 13개 로트를 동일 스페로이드로 교차 비교. 대부분 재현성이 높았으나 한 로트(TE)는 스페로이드 성장을 전혀 지지하지 못했음에도 HEK293 Wnt(TCF/LEF) 루시퍼라아제 리포터 유도는 정상이었다 — Wnt 리포터 검정이 CM 품질의 대리지표가 될 수 없음을 직접 보인 결과. 4 °C에서 3주 보관한 로트는 역가가 떨어졌다.,ATCC (생산 세포주 L-WRN),확보 실패: L-WRN 세포주의 ATCC 품번을 제조사 페이지에서 확인하지 못함(논문은 'ATCC CRL-3276' 표기),연구용 세포주,여과 후 4 °C. 3주 이상 4 °C 보관 시 역가 저하 확인됨. 장기 보관은 −20 °C 분주 권장,Wnt3A-CM + Rspo1-CM + Noggin-CM 개별 조합 (MD-025/023/021),★ Wnt 리포터 정상 = 배양 성능 정상이 아니다. 로트 검정은 반드시 실제 오가노이드/스페로이드 성장으로 해야 한다. 세 인자 비율이 로트마다 함께 흔들려 개별 조정이 불가능,상,로트 간 교차 비교라는 1차 실험 설계와 리포터-성능 불일치라는 결정적 결과를 전문에서 확인
MD-027,니치성장인자,아파민-Wnt3a 복합체,Afamin-Wnt3a complex,혈청 당단백질 아파민(α-알부민)과 Wnt3a의 1:1 복합체. 지질화 Wnt를 계면활성제 없이 수용액에 안정하게 유지한다 — Wnt3a가 다루기 어려운 근본 원인에 대한 직접적 해법,선택,"장, 대장(원리상 전 조직)",확장,확보 실패: 오가노이드 배양용 권장 최종농도가 해당 논문에 ng/mL로 명시되지 않음. Wnt5a 복합체는 NIH3T3에서 10 ng/mL 초과에서 활성,확보 실패,재조합 단백질,DOSE;SUBST;REVIEW,PMC4775226 (10.7554/elife.11621) [전문 확인],"Mihara 등은 Wnt3a 정제 중 소 혈청 유래 아파민이 함께 정제되는 것을 발견. 아파민과 공발현시키면 300 mL 배양에서 마우스 Wnt3a 약 170 µg, 사람 Wnt3 약 120 µg을 얻었고, 복합체는 계면활성제 없는 완충액에서 수용성을 유지하며 장 줄기세포 성장 어세이에서 활성. 1% CHAPS를 넣으면 아파민-Wnt3a 상호작용이 해체된다. 같은 실험의 정의배지 조합은 R-spondin 500 ng/mL, EGF 50 ng/mL, Noggin 100 ng/mL, A83-01 500 nM, SB202190 10 µM ★ DOSE/SUBST 근거: 무혈청 배지에 정제 사람 아파민을 넣자 Wnt3a 분비가 농도 의존적으로 회복되었고, 알부민 상과 4종(알부민·AFM·AFP·VDBP)을 각각 재조합 생산해 비교한 결과 아파민만 작동했다(SUBST). 1% CHAPS를 넣으면 아파민-Wnt3a 상호작용이 해체된다. AFM-Wnt5a 복합체는 NIH3T3에서 10 ng/mL 초과에서 Dvl2 인산화를 유도했고, 종래법으로 갓 정제한 무아파민 Wnt5a와 활성이 구별되지 않았다(SUBST).",확보 실패: 2026-09-16 기준 상용 공급사·품번을 제조사 공식 페이지에서 확인하지 못함(원 논문은 자가 생산),확보 실패,연구용,확보 실패: 논문에 저장·동결해동 조건 미기재,Wnt surrogate-Fc (MD-028); Wnt3A-CM (MD-025),상용 조달 경로가 불확실. 자가 생산하려면 포유동물 발현·면역친화 정제 역량이 필요,상,단백질군 치환 비교(SUBST)와 농도 의존 회복(DOSE)을 모두 전문에서 확인. 다만 오가노이드용 최종농도와 상용 품번은 확보 실패
MD-028,니치성장인자,Wnt 대체물 (Wnt surrogate-Fc 융합단백질),Wnt surrogate-Fc fusion protein,"Frizzled와 LRP5/6을 동시에 가교하는 이중특이 Fc 융합 단백질. 지질화되어 있지 않아 물에 잘 녹고, nM 단위로 작동하며 조성이 완전히 정의된다",조건부,"장(사람), 대장 — 특히 단일세포 클론 배양",확장,0.5 nM,0.1–0.5 nM (제조사 권장 유효범위). Clevers 프로토콜 0.5 nM,재조합 단백질,REVIEW;SUBST;VENDOR,"PMC9285512 (10.1002/cpim.106) [전문 확인, 0.5 nM, U-Protein Express N001]; PMC9890212 (10.1093/ibd/izac212) [전문 확인, CNM에 Wnt surrogate 사용]; Janda et al. Nature 2017 (10.1038/nature22306) [본문 미확인 — 초록 범위]; Miao et al. Cell Stem Cell 2020 (10.1016/j.stem.2020.07.020) [본문 미확인 — 초록 범위]; MBL/AVS Bio U-N001-10 제품페이지 (2026-09-16 확인)","Clevers는 'Wnt3A-CM은 더 경제적이지만 Wnt 활성화 수준이 낮고 로트 편차가 있다. Wnt surrogate는 높은 활성화를 달성해 일부 오가노이드에서 확장이 더 빠르며, 사람 대장 오가노이드와 단일세포 클론 배양에 특히 권장'이라고 기술 SUBST 근거: Clevers 프로토콜은 Wnt3A-CM과 Wnt surrogate를 상호 치환 가능한 Wnt 공급원으로 병기하면서 'CM은 더 경제적이나 활성화 수준이 낮고 로트 편차가 있으며, surrogate는 높은 활성화로 일부 계에서 확장이 더 빠르고 사람 대장·단일세포 클론 배양에 권장'이라고 방향성을 제시한다. 유효범위 0.1–0.5 nM은 제조사 기재(VENDOR)이며 본 근거자료에 농도-반응 원자료는 없다.","AVS Bio Netherlands (구 U-Protein Express), MBL Life Science 유통",N001 / U-N001-10 (1 mg) / U-N001-01,"연구용. 완충액: 25 mM Tris, 500 mM NaCl, pH 8.2, 무보존제",원액 −80 °C에서 1년 이상 안정. 오가노이드 배지에 희석한 상태로는 4 °C 2–3주 안정. 반복 동결해동 회피,Wnt3A-CM (MD-025); afamin-Wnt3a (MD-027),"단가가 매우 높다(1 mg 기준 ¥1,416,000, 일본 내 가격, 2026-09-16 확인). Frizzled 서브타입 선택성이 있어 조직마다 반응이 다를 수 있다",상,치환 관계(SUBST)와 제조사 유효범위·완충액·보관·가격(VENDOR)을 확인. 정량 농도-반응은 확보 실패
MD-029,조직특이성장인자,FGF10,Fibroblast Growth Factor 10,FGFR2b 리간드. 췌장·간·담관·위 상피의 전구세포 증식을 지지. 원천 특허 췌장 독립항이 'Keratinocyte Growth Factor or Fibroblast Growth Factor'로 한정한 항목,조건부,"췌장, 간·담관, 위, 폐, 종양(난소·대장)",확장,100 ng/mL,"10–500 ng/mL. 난소암·대장암 10 ng/mL, 간 분화 50 ng/mL, 췌장·간 확장 100 ng/mL, 위 150 ng/mL, 전립선 유도 500 ng/mL",재조합 단백질,OMIT;CLAIM;REVIEW,"US20140256037A1 독립항 9; US20190100728A1 독립항 9 (췌장 오가노이드 배지에 KGF 또는 FGF); PMC3801438 (10.1038/emboj.2013.204) [전문 확인, 100 ng/mL, Peprotech]; PMC7055108 (10.1186/s13287-020-1585-2) [100 ng/mL, Peprotech 100-26]; PMC7736890 (10.1038/s41598-020-79082-8) [확장 100 ng/mL → 분화 50 ng/mL]; PMC4752654 (10.1136/gutjnl-2014-307949) [150 ng/mL]; PMC5627540 (10.1097/igc.0000000000001061) [전문 확인 — FGF10 10 ng/mL 유무 무차이]",Huch 등의 성체 췌장 전구세포 무한증식 배지: AdDMEM/F12 + B27 + NAC 1.25 mM + 가스트린 10 nM + EGF 50 ng/mL + RSPO1-CM 10% + Noggin 100 ng/mL + FGF10 100 ng/mL + 니코틴아마이드 10 mM OMIT 근거: 자궁내막암 P0 배양에서 FGF10 10 ng/mL를 넣고 뺀 비교에서 오가노이드 수에 유의차가 없어 배지에서 제외되었다 — 조직 특이 인자의 '조건부' 성격을 뒷받침.,PeproTech (현 Thermo Fisher 브랜드),100-26,연구용 재조합 단백질(논문 다수가 동일 품번 사용),"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS로 100 µg/mL 저장액, 소분 −20~−80 °C. 헤파린이 FGF 계열의 안정성을 높인다(MD-064)",FGF7/KGF (MD-030) — 원천 특허가 둘을 선택적으로 한정,FGF 계열은 열·산에 약하고 헤파란황산 없이는 반감기가 짧다. 배지 4 °C 보관 중 활성 저하 가능,상,OMIT(한 조직에서 불필요) + CLAIM(췌장 특허가 KGF 또는 FGF로 한정) + 다수 프로토콜 기재
MD-030,조직특이성장인자,"FGF7 (케라티노사이트 성장인자, KGF)",FGF7 / Keratinocyte Growth Factor,FGFR2b 리간드. 폐 전구세포(LPC) 분화와 췌장 오가노이드 1단계에 사용,조건부,"폐, 췌장",분화,10 ng/mL,10 ng/mL (폐 3D 1·2단계 모두 10 ng/mL),재조합 단백질,CLAIM;REVIEW,"US20140256037A1 독립항 9 / US20190100728A1 독립항 9 (KGF); US20120196312A1 독립항 10 (췌장 1단계에 EGF+KGF 또는 FGF); PMC6748939 (10.1038/s41598-019-49696-8) [전문 확인, 10 ng/mL]","SFTPB 결손 iPSC 폐 오가노이드: 3D 1단계 배지 = FGF7 10 ng/mL + FGF10 10 ng/mL + CHIR99021 3 µM + EGF 10 ng/mL, 25일차에 3D 2단계로 전환",확보 실패: 해당 논문에 공급사·품번 미기재,확보 실패,연구용,"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액, 소분 −80 °C",FGF10 (MD-029),FGF10과 수용체가 겹쳐 중복 투여가 되기 쉽다,중,"CLAIM(특허가 KGF를 선택지로 한정) + REVIEW. 농도 비교·제거 실험 없음, 품번 확보 실패"
MD-031,조직특이성장인자,FGF2 (bFGF),FGF2 / basic FGF,"FGFR1/2 리간드. iPSC 유지, 내이·뇌 오가노이드 신경유도, 종양 오가노이드 증식에 사용",조건부,"뇌·내이, 폐(iPSC 유지), 췌장(종양), 난소·대장(종양), 장 손상재생 모델",분화,10–25 ng/mL,"5–100 ng/mL. 췌장 PTOM 5 ng/mL, 난소암·대장암·췌장암 10 ng/mL, 장 손상재생 20 ng/mL, 내이·iPSC 25 ng/mL, 동물 장 오가노이드 100 ng/mL",재조합 단백질,OMIT;REVIEW,"PMC5015985 (10.1371/journal.pone.0162508) [전문 확인, 25 ng/mL, Peprotech]; PMC9065188 (10.7150/thno.70194) [10 ng/mL]; PMC8027647 (10.1038/s41422-020-00453-x) [20 ng/mL]; PMC7779788 (10.1016/j.jcmgh.2020.08.011) [5 ng/mL, Sigma F0291]; PMC5450310 (10.1242/bio.021717) [100 ng/mL, Peprotech 100-18B]; PMC5627540 (10.1097/igc.0000000000001061) [전문 확인 — FGF2 10 ng/mL 유무 무차이]","내이 오가노이드: 4일차에 FGF2 25 ng/mL + LDN-193189 100 nM 첨가, 이후 N2 배지(Advanced DMEM/F-12 + 1× N2 + Normocin 50 µg/mL)에서 CHIR99021 1/3/10 µM로 Wnt 용량 반응 확인 OMIT 근거: 자궁내막암 P0에서 FGF2 10 ng/mL 유무에 유의차 없음. 다만 내이·iPSC 프로토콜에서는 FGF2가 신경유도의 축이다 — 조직 의존성이 크다.",PeproTech (현 Thermo Fisher 브랜드) / Sigma-Aldrich,100-18B (PeproTech) / F0291 (Sigma),연구용 재조합 단백질,동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액. FGF2는 37 °C 반감기가 짧아(수 시간) 매일 배지 교체 또는 열안정화 변이체 사용 권장. 헤파린이 안정화,열안정화 FGF2 변이체(상용 제품 다수). 확보 실패: 본 근거자료에 열안정형과의 비교 실험 없음,37 °C에서 급속 실활 — 48시간 배지 교체 주기에서는 후반 활성이 사실상 0에 가까울 수 있음,상,한 조직의 OMIT 결과 + 다수 프로토콜 기재. 조직 간 일반화는 불가
MD-032,조직특이성장인자,FGF9,Fibroblast Growth Factor 9,iPSC 유래 신장 오가노이드 네프론 전구세포 유지·확장,조건부,신장,분화,200 ng/mL,200 ng/mL (헤파린 1 µg/mL 병용),재조합 단백질,REVIEW,PMC10193973 (10.1073/pnas.2219699120) [전문 확인],"Takasato 프로토콜 변형: APEL2 기반에서 8 µM CHIR99021 처리 후 펠릿을 0.4 µm 트랜스웰로 옮기고 5 µM CHIR99021 1시간 펄스, 이후 FGF9 200 ng/mL + 헤파린 1 µg/mL로 배양",확보 실패: 해당 논문에 FGF9 공급사·품번 미기재,확보 실패,연구용,"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액, 소분 −80 °C. 헤파린 병용이 프로토콜에 명시",확보 실패: 본 근거자료에 FGF9 대체재 비교 없음,신장 분화 전용. 200 ng/mL는 본 BOM에서 가장 높은 성장인자 농도 중 하나라 원가 비중이 크다,중,"프로토콜 기재(REVIEW)뿐. 200 ng/mL의 농도-반응 근거 없음, 품번 확보 실패"
MD-033,조직특이성장인자,간세포성장인자 (HGF),Hepatocyte Growth Factor,c-Met 리간드. 간·담관 오가노이드 증식과 간세포 기능 유지. 최신 간세포 확장 특허의 필수 구성요소,조건부,"간·담관, 장(iPSC 유래 상피)",확장,25–50 ng/mL,"25–200 ng/mL. 담관 25 ng/mL, 간암 오가노이드 25–50 ng/mL, iPSC 장 상피용 CM 약 200 ng/mL",재조합 단백질,CLAIM;REVIEW,"US20260176589A1 독립항 1·20 (Satellite Biosciences, 'FGF, EGF, HGF, R-spondin, TGF-beta 저해제'를 간세포 확장의 필수 조합으로 청구하며 FGF7·Wnt3a·TGF-alpha는 넣지 않는다고 한정); PMC7736890 (10.1038/s41598-020-79082-8) [전문 확인, 25 ng/mL, Peprotech]; PMC7788239 (10.1016/j.jcmgh.2020.09.003) [25–50 ng/mL, Peprotech 167100-39-0500]; PMC5768885 (10.1016/j.stemcr.2017.11.004) [CM 약 200 ng/mL]","US20260176589A1 독립항 20은 혈청/혈청대체물을 1–6% v/v로 시작해 배양 경과에 따라 7–15% v/v로 올리는 단계적 증량까지 청구 — 간세포 확장에서 Wnt3a를 '넣지 않는' 것이 청구항 수준에서 한정된 점이 중요 CLAIM 성격 유의: US20260176589A1이 'FGF·EGF·HGF·R-spondin·TGF-β 저해제' 조합과 'FGF7·Wnt3a·TGF-alpha를 넣지 않음'을 청구한 것은 권리범위 기재이며, 각 성분의 필요성을 실험으로 증명한 것이 아니다.",PeproTech (현 Thermo Fisher 브랜드),167100-39-0500 (논문 기재),연구용 재조합 단백질,"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액, 소분 −80 °C. 동결해동 1회",확보 실패: 본 근거자료에 HGF 대체재 비교 없음,간세포 확장 특허(US20260176589A1)가 조합을 넓게 청구하고 있어 상업적 사용 시 특허 검토 필요,상,최신 특허 독립항(CLAIM) + 프로토콜 기재(REVIEW). OMIT/DOSE 근거는 없음
MD-034,조직특이성장인자,BMP4,Bone Morphogenetic Protein 4,"확장배지에서는 Noggin으로 차단하는 대상이지만, 분화 유도 단계에서는 반대로 넣어 상부 빌러스 정체성(장)·폐 전구세포(폐)·내이 유도를 만든다",조건부,"장(분화), 폐, 뇌·내이",분화,50 ng/mL (장 분화) / 10 ng/mL (폐·내이),10–50 ng/mL,재조합 단백질,OMIT;REVIEW,"PMC9285512 (10.1002/cpim.106) [전문 확인, 50 ng/mL, Peprotech 120-05ET, Noggin CM 제거와 동시 투여]; PMC6748939 (10.1038/s41598-019-49696-8) [10 ng/mL, R&D]; PMC5015985 (10.1371/journal.pone.0162508) [10 ng/mL]; PMC7073464 (10.15252/embj.2019104013) [전문 확인 — BMP2 추가 효과 검정]","Clevers 장 분화 프로토콜의 'ER+MEKi+Notchi+BMP2+BMP4' 조합: Noggin-CM을 빼고 BMP2 50 ng/mL + BMP4 50 ng/mL + PD0325901 + DAPT를 넣어 상부 빌러스형 장내분비세포를 유도. Noggin과 BMP4를 동시에 넣으면 서로 상쇄됨 OMIT 근거(추가 방향): HGSOC 11주 중 5주가 BMP2 추가로 오가노이드 형성이 개선되었고, 나머지에서도 효과는 중립 또는 양성이어서 BMP2가 표준 배지(OCM)에 편입되었다 — Noggin 제거와 정확히 반대 방향의 조작이 같은 조직에서 이득이 된 사례.",PeproTech (현 Thermo Fisher 브랜드) / R&D Systems,120-05ET (PeproTech),연구용 재조합 단백질,동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 또는 제조사 지정 산성 완충액으로 재용해. 분화 성분은 사용 직전 신선 첨가(Clevers 프로토콜 명시),BMP2 (MD-035)와 병용이 표준,★ Noggin과 정면 길항 — 분화배지 조제 시 Noggin/Noggin-CM 제거를 반드시 확인. 확장배지에 잘못 들어가면 줄기세포 소실,상,추가 실험(OMIT의 역방향) 결과와 프로토콜 기재를 모두 확인
MD-035,조직특이성장인자,BMP2,Bone Morphogenetic Protein 2,BMP4와 함께 장 상부 빌러스형 장내분비세포 분화를 유도,조건부,장,분화,50 ng/mL,50 ng/mL,재조합 단백질,OMIT;REVIEW,"PMC9285512 (10.1002/cpim.106) [전문 확인, 50 ng/mL, Peprotech 120-02C]; PMC7073464 (10.15252/embj.2019104013) [전문 확인 — BMP2 추가 5/11 검체 이득]","Beumer 2018 기반 상부 빌러스 EEC 유도 배지의 구성. BMP2와 BMP4를 함께 사용 OMIT 근거: 위 MD-034와 동일한 HGSOC 조합 스크린에서 BMP2 추가가 5/11 검체에 이득, 나머지는 중립.",PeproTech (현 Thermo Fisher 브랜드),120-02C,연구용 재조합 단백질,동결건조 분말 −20 °C. 사용 직전 신선 첨가,BMP4 단독,Noggin과 길항. 확장배지 오염 주의,상,추가 실험 결과 + 장 분화 프로토콜 기재
MD-036,조직특이성장인자,액티빈 A,Activin A,Nodal/ALK4 경로 작용제. iPSC→내배엽 유도(폐·간)와 간·담관 오가노이드 간세포 분화 1단계,조건부,"폐, 간·담관",분화,50–100 ng/mL,50 ng/mL (담관→간세포 분화) / 100 ng/mL (iPSC 내배엽 유도),재조합 단백질,REVIEW,"PMC6748939 (10.1038/s41598-019-49696-8) [전문 확인, 100 ng/mL, R&D Systems]; PMC7736890 (10.1038/s41598-020-79082-8) [전문 확인, 50 ng/mL, Gibco]","담관세포 오가노이드 분화배지: AdDMEM/F12 + B27 1× + FGF10 50 ng/mL + Activin-A 50 ng/mL + 레티노산 3 µM, 4일 후 윌리엄스 E 기반으로 교체",R&D Systems / Thermo Fisher (Gibco),확보 실패: 논문이 공급사만 기재하고 품번 미기재,연구용 재조합 단백질,"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액, 소분 −80 °C",확보 실패,A83-01 등 ALK4/5/7 저해제와 정면 길항 — 같은 배지에 넣으면 안 됨,중,프로토콜 기재(REVIEW)뿐. 품번 확보 실패
MD-037,조직특이성장인자,헤레귤린 (뉴레귤린-1),Heregulin / Neuregulin-1 (NRG1),ERBB3/ERBB4 리간드. EGFR 표적약 스크리닝에서 EGF를 대체해 EGFR 경로 간섭을 피한다,조건부,"대장(종양), 장",확장,10 ng/mL,10 ng/mL,재조합 단백질,SUBST;REVIEW,"PMC10898042 (10.1186/s13046-024-02980-6) [전문 확인, 10 ng/mL, Peprotech 100-03]",전이성 대장암 PDO 약물스크리닝 최적화: 표준 배지에서 EGF를 1 ng/mL로 낮추고 헤레귤린 10 ng/mL를 추가해 EGFR 표적약의 효과가 가려지는 것을 방지 ★ SUBST 근거: EGF를 1 ng/mL로 낮추고 헤레귤린 10 ng/mL로 대체한 것은 EGFR 표적약 스크리닝에서 배지 성분이 약효를 가리는 것을 막기 위한 의도적 치환이다.,PeproTech (현 Thermo Fisher 브랜드),100-03,연구용 재조합 단백질,"동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액, 소분 −80 °C",EGF (MD-019) 고농도,스크리닝 전용 조치. 일반 확장배지에 넣으면 성장 특성이 바뀔 수 있다,상,치환의 목적·농도가 전문과 품번으로 확인됨
MD-038,조직특이성장인자,IGF-1,Insulin-like Growth Factor 1,동물 장 오가노이드 구제(rescue) 실험에서 사용된 보조 유사분열원,선택,장(동물종 확장),확장,100 ng/mL,100 ng/mL,재조합 단백질,SUBST;REVIEW,"PMC5450310 (10.1242/bio.021717) [전문 확인, 100 ng/mL, Peprotech 100-11]","50% L-WRN CM에서 자라지 않는 고양이 엔테로이드를 구제하기 위해 A83-01 10 µM, SB202190 10 µM, FGF-2 100 ng/mL, FGF-4 500 ng/mL, FGF-10 100 ng/mL, 니코틴아마이드 100 µM, IGF-I 100 ng/mL, PGE2 5 µg/mL를 개별 추가 시험 SUBST 근거: 50% L-WRN CM에서 자라지 않는 고양이 엔테로이드를 구제하기 위해 IGF-I 100 ng/mL를 포함한 8개 인자를 개별 추가 시험한 구제(rescue) 설계.",PeproTech (현 Thermo Fisher 브랜드),100-11,연구용 재조합 단백질,동결건조 분말 −20 °C. 0.1% BSA 함유 PBS 저장액,인슐린 고농도 (MD-015),사람 오가노이드 표준 레시피에는 들어가지 않음. 대부분 B-27/N-2 인슐린으로 충분,중,단일 논문의 구제 실험(SUBST). 사람 오가노이드 일반화 근거 없음
